area,centroid_r,centroid_c,dist_center,boundary_frac,color_frac_among_nonbg,is_rarest_color,is_unique_color,bbox_h,bbox_w,bbox_aspect,fill_ratio,color,n_pixels_same_color_grid,task_id,component_id,n_subjects_touched,n_subjects_total,mean_touch_priority,median_touch_priority
1,14.0,6.0,7.433034373659253,1.0,0.11678832116788321,0.0,0.0,1,1,1.0,1.0,4,16,8cb8642d,14,9,174,0.4822448599045806,0.4114583333333333
1,14.0,9.0,5.5901699437494745,1.0,0.11678832116788321,0.0,0.0,1,1,1.0,1.0,4,16,8cb8642d,15,7,174,0.5446272749582609,0.6613333333333333
1,15.0,5.0,8.845903006477066,1.0,0.11678832116788321,0.0,0.0,1,1,1.0,1.0,4,16,8cb8642d,16,141,174,0.5182788034417303,0.5576923076923077
1,15.0,10.0,6.18465843842649,1.0,0.11678832116788321,0.0,0.0,1,1,1.0,1.0,4,16,8cb8642d,17,143,174,0.5350530081613224,0.5735294117647058
1,16.0,4.0,10.259142264341596,1.0,0.11678832116788321,0.0,0.0,1,1,1.0,1.0,4,16,8cb8642d,18,160,174,0.30805997436586835,0.1962069937958263
1,16.0,11.0,7.0178344238090995,1.0,0.11678832116788321,0.0,0.0,1,1,1.0,1.0,4,16,8cb8642d,19,145,174,0.6065408464956522,0.654054054054054
1,3.0,15.0,6.946221994724902,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,20,7,174,0.3045306400353094,0.23648648648648649
1,3.0,21.0,11.236102527122116,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,21,0,174,,
1,4.0,16.0,6.726812023536855,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,22,17,174,0.39465905822506886,0.43243243243243246
1,4.0,20.0,9.86154146165801,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,23,0,174,,
1,5.0,17.0,6.800735254367722,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,24,8,174,0.5102384137602808,0.4882491186839013
1,5.0,19.0,8.5,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,25,0,174,,
5,8.0,18.0,6.576473218982953,1.0,0.12408759124087591,0.0,0.0,5,1,5.0,1.0,6,17,8cb8642d,26,0,174,,
1,11.0,17.0,5.852349955359813,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,27,9,174,0.46196090096664455,0.36486486486486486
1,11.0,19.0,7.762087348130012,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,28,0,174,,
1,12.0,16.0,5.408326913195984,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,29,8,174,0.5025769021295273,0.5003685503685503
1,12.0,20.0,9.013878188659973,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,30,0,174,,
1,13.0,15.0,5.315072906367325,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,31,1,174,0.85,0.85
1,13.0,21.0,10.307764064044152,1.0,0.12408759124087591,0.0,0.0,1,1,1.0,1.0,6,17,8cb8642d,32,0,174,,
40,8.0,18.0,6.576473218982953,1.0,0.291970802919708,1.0,1.0,13,9,1.4444444444444444,0.3418803418803419,8,40,8cb8642d,33,159,174,0.2302749311904305,0.14224137931034483
5,8.0,7.0,2.692582403567252,1.0,0.2857142857142857,1.0,0.0,1,5,0.2,1.0,1,10,90f3ed37,0,188,195,0.3056855338255848,0.3333333333333333
5,10.0,7.0,3.905124837953327,1.0,0.2857142857142857,1.0,0.0,1,5,0.2,1.0,1,10,90f3ed37,1,0,195,,
8,1.0,5.5,6.082762530298219,1.0,0.7142857142857143,0.0,0.0,1,8,0.125,1.0,8,25,90f3ed37,2,13,195,0.21317347504736925,0.05263157894736842
2,2.0,0.5,6.4031242374328485,1.0,0.7142857142857143,0.0,0.0,1,2,0.5,1.0,8,25,90f3ed37,3,10,195,0.13467602802159684,0.05718954248366013
8,3.0,5.5,4.123105625617661,1.0,0.7142857142857143,0.0,0.0,1,8,0.125,1.0,8,25,90f3ed37,4,23,195,0.2828838547526882,0.2619047619047619
2,8.0,3.5,1.4142135623730951,1.0,0.7142857142857143,0.0,0.0,1,2,0.5,1.0,8,25,90f3ed37,5,13,195,0.4550486204504201,0.4319526627218935
3,9.0,1.0,4.031128874149275,1.0,0.7142857142857143,0.0,0.0,1,3,0.3333333333333333,1.0,8,25,90f3ed37,6,21,195,0.4019490791744554,0.3673469387755102
2,10.0,3.5,3.1622776601683795,1.0,0.7142857142857143,0.0,0.0,1,2,0.5,1.0,8,25,90f3ed37,7,0,195,,
1,3.0,3.0,0.7071067811865476,1.0,0.1875,1.0,0.0,1,1,1.0,1.0,1,3,93b581b8,0,14,193,0.40538630298629796,0.26666666666666666
2,5.0,0.5,3.2015621187164243,1.0,0.1875,1.0,0.0,1,2,0.5,1.0,1,3,93b581b8,1,184,193,0.5177972330740169,0.5298245614035088
4,1.5,4.5,2.23606797749979,1.0,0.3125,1.0,0.0,2,2,1.0,1.0,2,5,93b581b8,2,193,193,0.44585895358276884,0.4117647058823529
1,4.0,2.0,1.5811388300841898,1.0,0.3125,1.0,0.0,1,1,1.0,1.0,2,5,93b581b8,3,188,193,0.35477577519189396,0.3333333333333333
1,3.0,2.0,0.7071067811865476,1.0,0.1875,1.0,0.0,1,1,1.0,1.0,3,3,93b581b8,4,10,193,0.34037243851494975,0.27956989247311825
2,5.0,4.5,3.2015621187164243,1.0,0.1875,1.0,0.0,1,2,0.5,1.0,3,3,93b581b8,5,183,193,0.4932570364220648,0.45454545454545453
4,1.5,0.5,2.23606797749979,1.0,0.3125,1.0,0.0,2,2,1.0,1.0,5,5,93b581b8,6,186,193,0.4790670610012023,0.45454545454545453
1,4.0,3.0,1.5811388300841898,1.0,0.3125,1.0,0.0,1,1,1.0,1.0,5,5,93b581b8,7,7,193,0.3093480477126116,0.23529411764705882
3,2.0,7.0,8.06225774829855,1.0,0.2962962962962963,0.0,0.0,3,1,3.0,1.0,1,24,96a8c0cd,0,170,184,0.046302942590616465,0.02150786308973173
3,3.0,22.0,8.54400374531753,1.0,0.2962962962962963,0.0,0.0,3,1,3.0,1.0,1,24,96a8c0cd,1,0,184,,
3,4.0,4.0,10.198039027185569,1.0,0.2962962962962963,0.0,0.0,3,1,3.0,1.0,1,24,96a8c0cd,2,62,184,0.17995908995838872,0.09467787114845938
3,4.0,18.0,4.47213595499958,1.0,0.2962962962962963,0.0,0.0,3,1,3.0,1.0,1,24,96a8c0cd,3,0,184,,
3,7.0,7.0,7.0710678118654755,1.0,0.2962962962962963,0.0,0.0,3,1,3.0,1.0,1,24,96a8c0cd,4,141,184,0.22187132043152255,0.2
3,9.0,4.0,10.44030650891055,1.0,0.2962962962962963,0.0,0.0,3,1,3.0,1.0,1,24,96a8c0cd,5,60,184,0.35191347172700554,0.297854387656702
3,9.0,18.0,5.0,1.0,0.2962962962962963,0.0,0.0,3,1,3.0,1.0,1,24,96a8c0cd,6,0,184,,
3,11.0,22.0,9.433981132056603,1.0,0.2962962962962963,0.0,0.0,3,1,3.0,1.0,1,24,96a8c0cd,7,0,184,,
42,7.380952380952381,13.023809523809524,1.6911467482933111,1.0,0.5185185185185185,1.0,1.0,5,29,0.1724137931034483,0.2896551724137931,2,42,96a8c0cd,8,177,184,0.14939416639534192,0.14893617021276595
3,4.0,10.0,4.47213595499958,1.0,0.18518518518518517,0.0,0.0,3,1,3.0,1.0,3,15,96a8c0cd,9,17,184,0.33158149088171984,0.19230769230769232
3,6.0,2.0,12.0,1.0,0.18518518518518517,0.0,0.0,3,1,3.0,1.0,3,15,96a8c0cd,10,57,184,0.2307236120043434,0.15714285714285714
3,7.0,14.0,1.0,1.0,0.18518518518518517,0.0,0.0,3,1,3.0,1.0,3,15,96a8c0cd,11,0,184,,
3,7.0,22.0,8.06225774829855,1.0,0.18518518518518517,0.0,0.0,3,1,3.0,1.0,3,15,96a8c0cd,12,0,184,,
3,9.0,10.0,5.0,1.0,0.18518518518518517,0.0,0.0,3,1,3.0,1.0,3,15,96a8c0cd,13,38,184,0.36198960882641434,0.33273866923818707
1,0.0,0.0,12.727922061357855,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,0,64,178,0.49288734498884235,0.4851305683563748
105,9.0,9.0,0.0,0.9142857142857143,1.0,1.0,0.0,19,19,1.0,0.29085872576177285,0,121,9ddd00f0,1,86,178,0.3686334094475338,0.2994075987706561
1,0.0,6.0,9.486832980505138,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,2,65,178,0.4646854868959183,0.45962732919254656
1,0.0,12.0,9.486832980505138,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,3,79,178,0.5722287568949338,0.5602409638554217
1,0.0,18.0,12.727922061357855,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,4,4,178,0.41280421248382926,0.3698792583009918
1,6.0,0.0,9.486832980505138,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,5,82,178,0.4557974861799768,0.4109016891802585
1,6.0,6.0,4.242640687119285,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,6,4,178,0.4562511302146365,0.5470430107526882
1,6.0,12.0,4.242640687119285,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,7,4,178,0.4029376638190226,0.42204301075268813
1,6.0,18.0,9.486832980505138,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,8,4,178,0.6450135485868617,0.7662175733641996
1,12.0,0.0,9.486832980505138,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,9,6,178,0.5354604902816944,0.5330447198767533
1,12.0,6.0,4.242640687119285,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,10,8,178,0.35527221612114734,0.25027901785714285
1,12.0,12.0,4.242640687119285,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,11,77,178,0.3970316242509032,0.34782608695652173
1,12.0,18.0,9.486832980505138,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,12,74,178,0.4972376363466241,0.5043478260869565
1,18.0,0.0,12.727922061357855,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,13,59,178,0.5358786747004686,0.5197368421052632
1,18.0,6.0,9.486832980505138,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,14,7,178,0.5264783501450742,0.4333764553686934
1,18.0,12.0,9.486832980505138,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,15,83,178,0.5301634665483446,0.5571428571428572
1,18.0,18.0,12.727922061357855,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,121,9ddd00f0,16,67,178,0.6296931808711642,0.6526946107784432
2,0.0,4.5,3.2015621187164243,1.0,0.15384615384615385,1.0,1.0,1,2,0.5,1.0,2,2,9dfd6313,0,129,178,0.5194474757928227,0.5238095238095238
2,0.5,2.0,2.0615528128088303,1.0,0.15384615384615385,1.0,1.0,2,1,2.0,1.0,3,2,9dfd6313,1,143,178,0.2834756069321613,0.20689655172413793
1,0.0,0.0,3.5355339059327378,1.0,0.46153846153846156,0.0,0.0,1,1,1.0,1.0,5,6,9dfd6313,2,37,178,0.20675026837649446,0.16
1,1.0,1.0,2.1213203435596424,1.0,0.46153846153846156,0.0,0.0,1,1,1.0,1.0,5,6,9dfd6313,3,34,178,0.30414212605595164,0.20714285714285713
1,2.0,2.0,0.7071067811865476,1.0,0.46153846153846156,0.0,0.0,1,1,1.0,1.0,5,6,9dfd6313,4,38,178,0.35147451851002603,0.245
1,3.0,3.0,0.7071067811865476,1.0,0.46153846153846156,0.0,0.0,1,1,1.0,1.0,5,6,9dfd6313,5,41,178,0.40287685111936106,0.2830188679245283
1,4.0,4.0,2.1213203435596424,1.0,0.46153846153846156,0.0,0.0,1,1,1.0,1.0,5,6,9dfd6313,6,34,178,0.4455382192250602,0.3666666666666667
1,5.0,5.0,3.5355339059327378,1.0,0.46153846153846156,0.0,0.0,1,1,1.0,1.0,5,6,9dfd6313,7,33,178,0.4923338628631312,0.4166666666666667
1,2.0,5.0,2.5495097567963922,1.0,0.07692307692307693,1.0,1.0,1,1,1.0,1.0,6,1,9dfd6313,8,123,178,0.6470230651525198,0.6923076923076923
2,2.5,4.0,1.5,1.0,0.15384615384615385,1.0,1.0,2,1,2.0,1.0,8,2,9dfd6313,9,132,178,0.5419534214387993,0.5194902548725637
12,4.25,2.1666666666666665,1.356568383008309,0.9166666666666666,0.75,1.0,1.0,5,5,1.0,0.48,2,12,a1570a43,0,171,178,0.5062544929570915,0.5
1,1.0,0.0,4.949747468305833,1.0,0.25,0.0,0.0,1,1,1.0,1.0,3,4,a1570a43,1,0,178,,
1,1.0,6.0,4.301162633521313,1.0,0.25,0.0,0.0,1,1,1.0,1.0,3,4,a1570a43,2,160,178,0.5363009597690752,0.5769230769230769
1,7.0,0.0,4.301162633521313,1.0,0.25,0.0,0.0,1,1,1.0,1.0,3,4,a1570a43,3,1,178,0.9523809523809523,0.9523809523809523
1,7.0,6.0,3.5355339059327378,1.0,0.25,0.0,0.0,1,1,1.0,1.0,3,4,a1570a43,4,2,178,0.7944996180290298,0.7944996180290298
1,0.0,1.0,4.6097722286464435,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,0,195,204,0.8375271928239351,0.875
1,1.0,0.0,4.031128874149275,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,1,194,204,0.9558257242123617,1.0
1,2.0,1.0,2.692582403567252,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,2,6,204,0.3209131545338441,0.35238095238095235
1,3.0,2.0,1.5,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,3,7,204,0.4427009400251328,0.3
1,4.0,3.0,1.118033988749895,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,4,2,204,0.5523809523809524,0.5523809523809524
1,5.0,4.0,2.0615528128088303,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,5,0,204,,
1,6.0,3.0,1.8027756377319946,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,6,0,204,,
1,7.0,2.0,2.5,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,7,0,204,,
1,8.0,1.0,3.640054944640259,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,8,0,204,,
1,9.0,0.0,4.924428900898052,1.0,1.0,1.0,0.0,1,1,1.0,1.0,1,10,a3df8b1e,9,0,204,,
47,6.212765957446808,7.0,1.6300219263273217,1.0,0.94,1.0,1.0,10,11,0.9090909090909091,0.42727272727272725,3,47,baf41dbf,0,180,184,0.019082840967272984,0.0
1,4.0,1.0,7.826237921249264,1.0,0.06,0.0,0.0,1,1,1.0,1.0,6,3,baf41dbf,1,4,184,0.37900278212484784,0.3475117370892019
1,11.0,13.0,6.103277807866851,1.0,0.06,0.0,0.0,1,1,1.0,1.0,6,3,baf41dbf,2,0,184,,
1,12.0,6.0,4.924428900898052,1.0,0.06,0.0,0.0,1,1,1.0,1.0,6,3,baf41dbf,3,164,184,0.3897315516048615,0.3822042467138524
15,3.2666666666666666,0.7333333333333333,9.36530239174843,0.9333333333333333,0.8947368421052632,0.0,0.0,8,3,2.6666666666666665,0.625,1,153,bcb3040b,0,8,186,0.14200986949021177,0.005319148936170213
1,0.0,3.0,10.124228365658293,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,1,2,186,0.5464894242068155,0.5464894242068155
1,0.0,5.0,9.192388155425117,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,2,3,186,0.445811455373921,0.3108108108108108
3,0.0,8.0,8.514693182963201,1.0,0.8947368421052632,0.0,0.0,1,3,0.3333333333333333,1.0,1,153,bcb3040b,3,3,186,0.4141882056729218,0.25675675675675674
7,0.14285714285714285,13.571428571428571,9.775542158356023,1.0,0.8947368421052632,0.0,0.0,2,6,0.3333333333333333,0.5833333333333334,1,153,bcb3040b,4,7,186,0.39882280334286085,0.2096069868995633
1,1.0,4.0,8.74642784226795,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,5,5,186,0.42438331979342037,0.36486486486486486
1,1.0,6.0,7.905694150420948,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,6,3,186,0.21188829043563442,0.25327510917030566
3,1.6666666666666667,10.333333333333334,7.074995092263708,1.0,0.8947368421052632,0.0,0.0,2,2,1.0,0.75,1,153,bcb3040b,7,5,186,0.5584492503564082,0.6081081081081081
1,1.0,17.0,11.335784048754634,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,8,6,186,0.22646852821989868,0.11468318915127426
4,3.0,7.5,5.5901699437494745,1.0,0.8947368421052632,0.0,0.0,3,2,1.5,0.6666666666666666,1,153,bcb3040b,9,4,186,0.5978014714427757,0.6669359576968272
1,2.0,13.0,7.905694150420948,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,10,0,186,,
1,3.0,12.0,6.519202405202649,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,11,4,186,0.5887568102070029,0.5833903523776941
1,3.0,17.0,10.124228365658293,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,12,6,186,0.44132309772773876,0.3625204582651391
3,4.666666666666667,3.3333333333333335,6.433419688539593,1.0,0.8947368421052632,0.0,0.0,2,2,1.0,0.75,1,153,bcb3040b,13,5,186,0.16164437118926867,0.10526315789473684
3,4.666666666666667,6.333333333333333,4.403281604540969,1.0,0.8947368421052632,0.0,0.0,2,2,1.0,0.75,1,153,bcb3040b,14,4,186,0.5576588756728948,0.6163696447539242
1,4.0,15.0,7.905694150420948,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,15,3,186,0.7322895162059123,0.6943231441048034
2,5.0,10.5,4.031128874149275,1.0,0.8947368421052632,0.0,0.0,1,2,0.5,1.0,1,153,bcb3040b,16,8,186,0.4417258281841674,0.3768699654775604
1,5.0,14.0,6.519202405202649,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,17,2,186,0.7775572317057033,0.7775572317057033
25,8.24,14.88,6.38529560787909,0.88,0.8947368421052632,0.0,0.0,8,6,1.3333333333333333,0.5208333333333334,1,153,bcb3040b,18,18,186,0.3125803545183162,0.23529411764705882
1,6.0,9.0,2.5495097567963922,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,19,2,186,0.662630709961475,0.662630709961475
13,8.0,3.769230769230769,4.757118614749153,0.9230769230769231,0.8947368421052632,0.0,0.0,3,8,0.375,0.5416666666666666,1,153,bcb3040b,20,9,186,0.17348421753688315,0.2127659574468085
1,8.0,10.0,1.5811388300841898,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,21,8,186,0.5161997773343423,0.5158836796391382
1,9.0,9.0,0.7071067811865476,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,22,8,186,0.4635033829134698,0.4645414847161572
1,9.0,11.0,2.5495097567963922,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,23,3,186,0.6195495325930108,0.6060606060606061
2,10.0,5.5,3.3541019662496847,1.0,0.8947368421052632,0.0,0.0,1,2,0.5,1.0,1,153,bcb3040b,24,2,186,0.39437237026647964,0.39437237026647964
1,10.0,13.0,4.743416490252569,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,25,3,186,0.6519350041136637,0.5851528384279476
13,12.846153846153847,1.3076923076923077,8.403472091657488,1.0,0.8947368421052632,0.0,0.0,6,5,1.2,0.43333333333333335,1,153,bcb3040b,26,10,186,0.4237891058660689,0.43051242236024845
1,11.0,7.0,2.9154759474226504,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,27,6,186,0.33563647315943274,0.3792576419213974
22,13.272727272727273,10.5,5.174835806074886,0.8636363636363636,0.8947368421052632,0.0,0.0,6,7,0.8571428571428571,0.5238095238095238,1,153,bcb3040b,28,10,186,0.4047785629762729,0.3140527950310559
2,12.5,6.0,4.716990566028302,1.0,0.8947368421052632,0.0,0.0,2,1,2.0,1.0,1,153,bcb3040b,29,11,186,0.5947804806192032,0.48
1,14.0,14.0,7.7781745930520225,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,30,2,186,0.4529085045389393,0.4529085045389393
1,14.0,16.0,9.300537618869138,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,31,2,186,0.4786458083401315,0.4786458083401315
5,15.2,4.6,7.752418977325722,1.0,0.8947368421052632,0.0,0.0,2,4,0.5,0.625,1,153,bcb3040b,32,7,186,0.23607013348734035,0.14285714285714285
4,15.75,15.75,10.253048327204938,1.0,0.8947368421052632,0.0,0.0,2,3,0.6666666666666666,0.6666666666666666,1,153,bcb3040b,33,7,186,0.36834352481157223,0.26582278481012656
1,16.0,7.0,7.648529270389178,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,34,2,186,0.5037028189202102,0.5037028189202102
5,16.8,10.4,8.514693182963201,1.0,0.8947368421052632,0.0,0.0,2,4,0.5,0.625,1,153,bcb3040b,35,3,186,0.4302824414367987,0.4673913043478261
2,17.0,2.5,10.404326023342406,1.0,0.8947368421052632,0.0,0.0,1,2,0.5,1.0,1,153,bcb3040b,36,2,186,0.18822384659198788,0.18822384659198788
1,17.0,14.0,10.124228365658293,1.0,0.8947368421052632,0.0,0.0,1,1,1.0,1.0,1,153,bcb3040b,37,1,186,0.8296943231441049,0.8296943231441049
1,0.0,17.0,12.020815280171307,1.0,0.04678362573099415,1.0,0.0,1,1,1.0,1.0,2,8,bcb3040b,38,7,186,0.38276985314969014,0.2052401746724891
1,2.0,15.0,9.192388155425117,1.0,0.04678362573099415,1.0,0.0,1,1,1.0,1.0,2,8,bcb3040b,39,173,186,0.4995987013647787,0.5333333333333333
1,4.0,13.0,6.363961030678928,1.0,0.04678362573099415,1.0,0.0,1,1,1.0,1.0,2,8,bcb3040b,40,173,186,0.5000442614716665,0.42857142857142855
1,6.0,11.0,3.5355339059327378,1.0,0.04678362573099415,1.0,0.0,1,1,1.0,1.0,2,8,bcb3040b,41,174,186,0.48679577357637266,0.4117647058823529
1,8.0,9.0,0.7071067811865476,1.0,0.04678362573099415,1.0,0.0,1,1,1.0,1.0,2,8,bcb3040b,42,176,186,0.4630181969139579,0.4666666666666667
1,9.0,8.0,0.7071067811865476,1.0,0.04678362573099415,1.0,0.0,1,1,1.0,1.0,2,8,bcb3040b,43,178,186,0.4640256247912456,0.4666666666666667
1,10.0,7.0,2.1213203435596424,1.0,0.04678362573099415,1.0,0.0,1,1,1.0,1.0,2,8,bcb3040b,44,171,186,0.5121988332569438,0.6
1,17.0,0.0,12.020815280171307,1.0,0.04678362573099415,1.0,0.0,1,1,1.0,1.0,2,8,bcb3040b,45,7,186,0.5101286029074815,0.6607142857142857
1,1.0,16.0,10.606601717798213,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,46,173,186,0.4923855625031622,0.5151515151515151
1,3.0,14.0,7.7781745930520225,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,47,172,186,0.49375240877039955,0.4666666666666667
1,5.0,12.0,4.949747468305833,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,48,173,186,0.4971780866295141,0.4375
1,7.0,10.0,2.1213203435596424,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,49,177,186,0.465714256143211,0.4
1,11.0,6.0,3.5355339059327378,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,50,173,186,0.46887677694767443,0.4
1,12.0,5.0,4.949747468305833,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,51,174,186,0.5039031622380279,0.5333333333333333
1,13.0,4.0,6.363961030678928,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,52,174,186,0.4657668741375825,0.3333333333333333
1,14.0,3.0,7.7781745930520225,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,53,172,186,0.48728047204088093,0.4666666666666667
1,15.0,2.0,9.192388155425117,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,54,175,186,0.43984464532196677,0.3333333333333333
1,16.0,1.0,10.606601717798213,1.0,0.05847953216374269,0.0,0.0,1,1,1.0,1.0,3,10,bcb3040b,55,172,186,0.442623588532004,0.4
16,3.0,3.0,3.5355339059327378,1.0,0.72,0.0,0.0,5,5,1.0,0.64,5,36,c0f76784,0,21,194,0.2640219261886894,0.1875
8,5.0,9.0,3.5355339059327378,1.0,0.72,0.0,0.0,3,3,1.0,0.8888888888888888,5,36,c0f76784,1,191,194,0.31677154195746365,0.15384615384615385
12,9.5,5.5,4.0,1.0,0.72,0.0,0.0,4,4,1.0,0.75,5,36,c0f76784,2,10,194,0.4367097894596578,0.44509803921568625
1,5.0,9.0,3.5355339059327378,1.0,0.02,1.0,1.0,1,1,1.0,1.0,6,1,c0f76784,3,188,194,0.30439449272578206,0.14835164835164835
4,9.5,5.5,4.0,1.0,0.08,1.0,1.0,2,2,1.0,1.0,7,4,c0f76784,4,189,194,0.23529786315823922,0.0
9,3.0,3.0,3.5355339059327378,0.8888888888888888,0.18,1.0,1.0,3,3,1.0,1.0,8,9,c0f76784,5,191,194,0.2770044120581467,0.38461538461538464
1,2.0,1.0,14.7648230602334,1.0,0.21238938053097345,0.0,0.0,1,1,1.0,1.0,2,24,c444b776,0,2,187,0.190616411464468,0.190616411464468
2,2.5,7.0,9.5524865872714,1.0,0.21238938053097345,0.0,0.0,2,1,2.0,1.0,2,24,c444b776,1,10,187,0.40645245074430336,0.34882650713299584
1,2.0,11.0,7.615773105863909,1.0,0.21238938053097345,0.0,0.0,1,1,1.0,1.0,2,24,c444b776,2,1,187,0.5116279069767442,0.5116279069767442
2,2.5,17.0,7.158910531638177,1.0,0.21238938053097345,0.0,0.0,2,1,2.0,1.0,2,24,c444b776,3,4,187,0.5094109634533659,0.4992533598805376
1,2.0,21.0,9.899494936611665,1.0,0.21238938053097345,0.0,0.0,1,1,1.0,1.0,2,24,c444b776,4,0,187,,
2,2.5,27.0,14.534441853748634,1.0,0.21238938053097345,0.0,0.0,2,1,2.0,1.0,2,24,c444b776,5,0,187,,
1,4.0,4.0,11.180339887498949,1.0,0.21238938053097345,0.0,0.0,1,1,1.0,1.0,2,24,c444b776,6,158,187,0.45092648538882873,0.46153846153846156
1,4.0,14.0,5.0,1.0,0.21238938053097345,0.0,0.0,1,1,1.0,1.0,2,24,c444b776,7,155,187,0.5779957656238988,0.5681818181818182
1,4.0,24.0,11.180339887498949,1.0,0.21238938053097345,0.0,0.0,1,1,1.0,1.0,2,24,c444b776,8,0,187,,
